word1	category	relation	word2
goat-n	ground_mammal	random-n	overhaul-n
goat-n	ground_mammal	random-n	parasite-n
goat-n	ground_mammal	random-n	preceptor-n
goat-n	ground_mammal	random-n	predicate-n
goat-n	ground_mammal	random-n	print-n
goat-n	ground_mammal	random-n	prototype-n
goat-n	ground_mammal	random-n	public-n
goat-n	ground_mammal	random-n	pupil-n
goat-n	ground_mammal	random-n	rent-n
goat-n	ground_mammal	random-n	right-n
goat-n	ground_mammal	random-n	shelf-life-n
goat-n	ground_mammal	random-n	sleeve-n
goat-n	ground_mammal	random-n	somebody-n
goat-n	ground_mammal	random-n	spot-n
goat-n	ground_mammal	random-n	steam-n
goat-n	ground_mammal	random-n	stonemason-n
goat-n	ground_mammal	random-n	talent-n
goat-n	ground_mammal	random-n	taxation-n
goat-n	ground_mammal	random-n	terrorist-n
goat-n	ground_mammal	random-n	thermosphere-n
goat-n	ground_mammal	random-n	township-n
goat-n	ground_mammal	random-n	vibration-n
gorilla-n	ground_mammal	coord	baboon-n
gorilla-n	ground_mammal	coord	bear-n
gorilla-n	ground_mammal	coord	beaver-n
gorilla-n	ground_mammal	coord	bonobo-n
gorilla-n	ground_mammal	coord	bull-n
gorilla-n	ground_mammal	coord	cat-n
gorilla-n	ground_mammal	coord	chimp-n
gorilla-n	ground_mammal	coord	chimpanzee-n
gorilla-n	ground_mammal	coord	cow-n
gorilla-n	ground_mammal	coord	coyote-n
gorilla-n	ground_mammal	coord	deer-n
gorilla-n	ground_mammal	coord	dog-n
gorilla-n	ground_mammal	coord	dolphin-n
gorilla-n	ground_mammal	coord	donkey-n
gorilla-n	ground_mammal	coord	elephant-n
gorilla-n	ground_mammal	coord	fox-n
gorilla-n	ground_mammal	coord	giraffe-n
gorilla-n	ground_mammal	coord	goat-n
gorilla-n	ground_mammal	coord	horse-n
gorilla-n	ground_mammal	coord	lion-n
gorilla-n	ground_mammal	coord	orangutan-n
gorilla-n	ground_mammal	coord	pig-n
gorilla-n	ground_mammal	coord	rabbit-n
gorilla-n	ground_mammal	coord	rat-n
gorilla-n	ground_mammal	coord	sheep-n
gorilla-n	ground_mammal	coord	squirrel-n
gorilla-n	ground_mammal	coord	tiger-n
gorilla-n	ground_mammal	coord	whale-n
gorilla-n	ground_mammal	hyper	animal-n
gorilla-n	ground_mammal	hyper	ape-n
gorilla-n	ground_mammal	hyper	beast-n
gorilla-n	ground_mammal	hyper	chordate-n
gorilla-n	ground_mammal	hyper	creature-n
gorilla-n	ground_mammal	hyper	mammal-n
gorilla-n	ground_mammal	hyper	primate-n
gorilla-n	ground_mammal	hyper	vertebrate-n
gorilla-n	ground_mammal	mero	arm-n
gorilla-n	ground_mammal	mero	ear-n
gorilla-n	ground_mammal	mero	eye-n
gorilla-n	ground_mammal	mero	foot-n
gorilla-n	ground_mammal	mero	fur-n
gorilla-n	ground_mammal	mero	hair-n
gorilla-n	ground_mammal	mero	hand-n
gorilla-n	ground_mammal	mero	head-n
gorilla-n	ground_mammal	mero	leg-n
gorilla-n	ground_mammal	mero	mouth-n
gorilla-n	ground_mammal	mero	muzzle-n
gorilla-n	ground_mammal	mero	neck-n
gorilla-n	ground_mammal	mero	nose-n
gorilla-n	ground_mammal	mero	snout-n
gorilla-n	ground_mammal	mero	tooth-n
gorilla-n	ground_mammal	random-n	accordionist-n
gorilla-n	ground_mammal	random-n	anchor-n
gorilla-n	ground_mammal	random-n	appreciation-n
gorilla-n	ground_mammal	random-n	arcade-n
gorilla-n	ground_mammal	random-n	barge-n
gorilla-n	ground_mammal	random-n	barrier-n
gorilla-n	ground_mammal	random-n	bell-n
gorilla-n	ground_mammal	random-n	billboard-n
gorilla-n	ground_mammal	random-n	brother-in-law-n
gorilla-n	ground_mammal	random-n	cash-n
gorilla-n	ground_mammal	random-n	cathode-n
gorilla-n	ground_mammal	random-n	coal-n
gorilla-n	ground_mammal	random-n	contract-n
gorilla-n	ground_mammal	random-n	din-n
gorilla-n	ground_mammal	random-n	disability-n
gorilla-n	ground_mammal	random-n	dose-n
gorilla-n	ground_mammal	random-n	dune-n
gorilla-n	ground_mammal	random-n	fin-n
gorilla-n	ground_mammal	random-n	function-n
gorilla-n	ground_mammal	random-n	headboard-n
gorilla-n	ground_mammal	random-n	humor-n
gorilla-n	ground_mammal	random-n	impression-n
gorilla-n	ground_mammal	random-n	insistence-n
gorilla-n	ground_mammal	random-n	kicker-n
gorilla-n	ground_mammal	random-n	licence-n
gorilla-n	ground_mammal	random-n	lock-in-n
gorilla-n	ground_mammal	random-n	mechanical-n
gorilla-n	ground_mammal	random-n	proposal-n
gorilla-n	ground_mammal	random-n	psychology-n
gorilla-n	ground_mammal	random-n	pub-n
gorilla-n	ground_mammal	random-n	puree-n
gorilla-n	ground_mammal	random-n	qualifier-n
gorilla-n	ground_mammal	random-n	ramp-n
gorilla-n	ground_mammal	random-n	recreation-n
gorilla-n	ground_mammal	random-n	reinforcement-n
gorilla-n	ground_mammal	random-n	route-n
gorilla-n	ground_mammal	random-n	sailor-n
gorilla-n	ground_mammal	random-n	sham-n
gorilla-n	ground_mammal	random-n	snowdrift-n
gorilla-n	ground_mammal	random-n	speech-n
gorilla-n	ground_mammal	random-n	sugar-n
gorilla-n	ground_mammal	random-n	terminus-n
gorilla-n	ground_mammal	random-n	transgender-n
gorilla-n	ground_mammal	random-n	trial-n
gorilla-n	ground_mammal	random-n	wastage-n
gorilla-n	ground_mammal	random-n	water-n
gorilla-n	ground_mammal	random-n	weight-n
gorilla-n	ground_mammal	random-n	window-n
horse-n	ground_mammal	coord	bear-n
horse-n	ground_mammal	coord	beaver-n
horse-n	ground_mammal	coord	bull-n
horse-n	ground_mammal	coord	cat-n
horse-n	ground_mammal	coord	cow-n
horse-n	ground_mammal	coord	coyote-n
horse-n	ground_mammal	coord	deer-n
horse-n	ground_mammal	coord	dog-n
horse-n	ground_mammal	coord	dolphin-n
horse-n	ground_mammal	coord	donkey-n
horse-n	ground_mammal	coord	elephant-n
horse-n	ground_mammal	coord	fox-n
horse-n	ground_mammal	coord	giraffe-n
horse-n	ground_mammal	coord	goat-n
horse-n	ground_mammal	coord	gorilla-n
horse-n	ground_mammal	coord	lion-n
horse-n	ground_mammal	coord	mule-n
horse-n	ground_mammal	coord	pig-n
horse-n	ground_mammal	coord	rabbit-n
horse-n	ground_mammal	coord	rat-n
horse-n	ground_mammal	coord	sheep-n
horse-n	ground_mammal	coord	squirrel-n
horse-n	ground_mammal	coord	tiger-n
horse-n	ground_mammal	coord	whale-n
horse-n	ground_mammal	coord	zebra-n
horse-n	ground_mammal	hyper	animal-n
horse-n	ground_mammal	hyper	beast-n
horse-n	ground_mammal	hyper	chordate-n
horse-n	ground_mammal	hyper	creature-n
horse-n	ground_mammal	hyper	herbivore-n
horse-n	ground_mammal	hyper	mammal-n
horse-n	ground_mammal	hyper	ungulate-n
horse-n	ground_mammal	hyper	vertebrate-n
horse-n	ground_mammal	mero	bit-n
horse-n	ground_mammal	mero	bridle-n
horse-n	ground_mammal	mero	ear-n
horse-n	ground_mammal	mero	eye-n
horse-n	ground_mammal	mero	flesh-n
horse-n	ground_mammal	mero	foot-n
horse-n	ground_mammal	mero	hair-n
horse-n	ground_mammal	mero	head-n
horse-n	ground_mammal	mero	hoof-n
horse-n	ground_mammal	mero	horseback-n
horse-n	ground_mammal	mero	leg-n
horse-n	ground_mammal	mero	mane-n
horse-n	ground_mammal	mero	meat-n
horse-n	ground_mammal	mero	mouth-n
horse-n	ground_mammal	mero	muzzle-n
horse-n	ground_mammal	mero	neck-n
horse-n	ground_mammal	mero	nose-n
horse-n	ground_mammal	mero	rein-n
horse-n	ground_mammal	mero	saddle-n
horse-n	ground_mammal	mero	shoe-n
horse-n	ground_mammal	mero	snout-n
horse-n	ground_mammal	mero	stomach-n
horse-n	ground_mammal	mero	tail-n
horse-n	ground_mammal	mero	withers-n
horse-n	ground_mammal	random-n	Everybody-n
horse-n	ground_mammal	random-n	Judaism-n
horse-n	ground_mammal	random-n	artwork-n
horse-n	ground_mammal	random-n	ash-n
horse-n	ground_mammal	random-n	assurance-n
horse-n	ground_mammal	random-n	benediction-n
horse-n	ground_mammal	random-n	bureaucracy-n
horse-n	ground_mammal	random-n	ceiling-n
horse-n	ground_mammal	random-n	circle-n
horse-n	ground_mammal	random-n	credential-n
horse-n	ground_mammal	random-n	curate-n
horse-n	ground_mammal	random-n	dice-n
horse-n	ground_mammal	random-n	dignitary-n
horse-n	ground_mammal	random-n	feedback-n
horse-n	ground_mammal	random-n	gathering-n
horse-n	ground_mammal	random-n	genie-n
horse-n	ground_mammal	random-n	homeowner-n
horse-n	ground_mammal	random-n	hull-n
horse-n	ground_mammal	random-n	insight-n
horse-n	ground_mammal	random-n	insomnia-n
horse-n	ground_mammal	random-n	instability-n
horse-n	ground_mammal	random-n	jus-n
horse-n	ground_mammal	random-n	mace-n
horse-n	ground_mammal	random-n	mandolin-n
horse-n	ground_mammal	random-n	medication-n
horse-n	ground_mammal	random-n	notation-n
horse-n	ground_mammal	random-n	orderly-n
horse-n	ground_mammal	random-n	outfit-n
horse-n	ground_mammal	random-n	pike-n
horse-n	ground_mammal	random-n	polymerase-n
horse-n	ground_mammal	random-n	practitioner-n
horse-n	ground_mammal	random-n	procedure-n
horse-n	ground_mammal	random-n	recognition-n
horse-n	ground_mammal	random-n	refuge-n
horse-n	ground_mammal	random-n	remainder-n
horse-n	ground_mammal	random-n	roadster-n
horse-n	ground_mammal	random-n	rule-n
horse-n	ground_mammal	random-n	seaplane-n
horse-n	ground_mammal	random-n	song-n
horse-n	ground_mammal	random-n	star-n
horse-n	ground_mammal	random-n	stepfather-n
horse-n	ground_mammal	random-n	thank-n
horse-n	ground_mammal	random-n	transparency-n
horse-n	ground_mammal	random-n	tuberculosis-n
horse-n	ground_mammal	random-n	wanderer-n
lion-n	ground_mammal	coord	bear-n
lion-n	ground_mammal	coord	beaver-n
lion-n	ground_mammal	coord	bull-n
lion-n	ground_mammal	coord	cat-n
lion-n	ground_mammal	coord	cougar-n
lion-n	ground_mammal	coord	cow-n
lion-n	ground_mammal	coord	coyote-n
lion-n	ground_mammal	coord	deer-n
lion-n	ground_mammal	coord	dog-n
lion-n	ground_mammal	coord	dolphin-n
lion-n	ground_mammal	coord	donkey-n
lion-n	ground_mammal	coord	elephant-n
lion-n	ground_mammal	coord	fox-n
lion-n	ground_mammal	coord	giraffe-n
lion-n	ground_mammal	coord	goat-n
lion-n	ground_mammal	coord	gorilla-n
lion-n	ground_mammal	coord	horse-n
lion-n	ground_mammal	coord	jaguar-n
lion-n	ground_mammal	coord	leopard-n
lion-n	ground_mammal	coord	panther-n
lion-n	ground_mammal	coord	pig-n
lion-n	ground_mammal	coord	rabbit-n
lion-n	ground_mammal	coord	rat-n
lion-n	ground_mammal	coord	sheep-n
lion-n	ground_mammal	coord	squirrel-n
lion-n	ground_mammal	coord	tiger-n
lion-n	ground_mammal	coord	whale-n
lion-n	ground_mammal	hyper	animal-n
lion-n	ground_mammal	hyper	beast-n
lion-n	ground_mammal	hyper	carnivore-n
lion-n	ground_mammal	hyper	chordate-n
lion-n	ground_mammal	hyper	creature-n
lion-n	ground_mammal	hyper	feline-n
lion-n	ground_mammal	hyper	mammal-n
lion-n	ground_mammal	hyper	predator-n
lion-n	ground_mammal	hyper	vertebrate-n
lion-n	ground_mammal	mero	claw-n
lion-n	ground_mammal	mero	ear-n
lion-n	ground_mammal	mero	eye-n
lion-n	ground_mammal	mero	fur-n
lion-n	ground_mammal	mero	head-n
lion-n	ground_mammal	mero	jaw-n
lion-n	ground_mammal	mero	leg-n
lion-n	ground_mammal	mero	mane-n
lion-n	ground_mammal	mero	mouth-n
lion-n	ground_mammal	mero	muzzle-n
lion-n	ground_mammal	mero	nose-n
lion-n	ground_mammal	mero	paw-n
lion-n	ground_mammal	mero	snout-n
lion-n	ground_mammal	mero	tail-n
lion-n	ground_mammal	mero	tooth-n
lion-n	ground_mammal	random-n	Gothic-n
lion-n	ground_mammal	random-n	Marxism-n
lion-n	ground_mammal	random-n	PDF-n
lion-n	ground_mammal	random-n	Thank-n
lion-n	ground_mammal	random-n	Xmas-n
lion-n	ground_mammal	random-n	airman-n
lion-n	ground_mammal	random-n	archaeologist-n
lion-n	ground_mammal	random-n	artist-n
lion-n	ground_mammal	random-n	bomb-n
lion-n	ground_mammal	random-n	bootlegger-n
lion-n	ground_mammal	random-n	co-ordination-n
lion-n	ground_mammal	random-n	cue-n
lion-n	ground_mammal	random-n	dash-n
lion-n	ground_mammal	random-n	density-n
lion-n	ground_mammal	random-n	dh-n
lion-n	ground_mammal	random-n	disengagement-n
lion-n	ground_mammal	random-n	echo-n
lion-n	ground_mammal	random-n	electrification-n
lion-n	ground_mammal	random-n	fine-n
lion-n	ground_mammal	random-n	flame-n
lion-n	ground_mammal	random-n	fool-n
lion-n	ground_mammal	random-n	footing-n
lion-n	ground_mammal	random-n	grassroots-n
lion-n	ground_mammal	random-n	great-grandfather-n
lion-n	ground_mammal	random-n	heath-n
lion-n	ground_mammal	random-n	heir-n
lion-n	ground_mammal	random-n	implementer-n
lion-n	ground_mammal	random-n	minesweeping-n
lion-n	ground_mammal	random-n	minstrel-n
lion-n	ground_mammal	random-n	missionary-n
lion-n	ground_mammal	random-n	office-n
lion-n	ground_mammal	random-n	penicillin-n
lion-n	ground_mammal	random-n	physics-n
lion-n	ground_mammal	random-n	piety-n
lion-n	ground_mammal	random-n	scandal-n
lion-n	ground_mammal	random-n	se-n
lion-n	ground_mammal	random-n	sentence-n
lion-n	ground_mammal	random-n	storey-n
lion-n	ground_mammal	random-n	stream-n
lion-n	ground_mammal	random-n	subdivision-n
lion-n	ground_mammal	random-n	sum-n
lion-n	ground_mammal	random-n	sunshine-n
lion-n	ground_mammal	random-n	trend-n
lion-n	ground_mammal	random-n	twin-n
lion-n	ground_mammal	random-n	v-n
lion-n	ground_mammal	random-n	waterbed-n
pig-n	ground_mammal	coord	bear-n
pig-n	ground_mammal	coord	beaver-n
pig-n	ground_mammal	coord	boar-n
pig-n	ground_mammal	coord	bull-n
pig-n	ground_mammal	coord	cat-n
pig-n	ground_mammal	coord	cow-n
pig-n	ground_mammal	coord	coyote-n
pig-n	ground_mammal	coord	deer-n
pig-n	ground_mammal	coord	dog-n
pig-n	ground_mammal	coord	dolphin-n
pig-n	ground_mammal	coord	donkey-n
pig-n	ground_mammal	coord	elephant-n
pig-n	ground_mammal	coord	fox-n
pig-n	ground_mammal	coord	giraffe-n
pig-n	ground_mammal	coord	goat-n
pig-n	ground_mammal	coord	gorilla-n
pig-n	ground_mammal	coord	horse-n
pig-n	ground_mammal	coord	lion-n
pig-n	ground_mammal	coord	rabbit-n
pig-n	ground_mammal	coord	rat-n
pig-n	ground_mammal	coord	sheep-n
pig-n	ground_mammal	coord	squirrel-n
pig-n	ground_mammal	coord	tiger-n
pig-n	ground_mammal	coord	whale-n
pig-n	ground_mammal	hyper	animal-n
pig-n	ground_mammal	hyper	beast-n
pig-n	ground_mammal	hyper	chordate-n
pig-n	ground_mammal	hyper	creature-n
pig-n	ground_mammal	hyper	mammal-n
pig-n	ground_mammal	hyper	swine-n
pig-n	ground_mammal	hyper	ungulate-n
pig-n	ground_mammal	hyper	vertebrate-n
pig-n	ground_mammal	mero	ear-n
pig-n	ground_mammal	mero	eye-n
pig-n	ground_mammal	mero	flesh-n
pig-n	ground_mammal	mero	foot-n
pig-n	ground_mammal	mero	head-n
pig-n	ground_mammal	mero	hoof-n
pig-n	ground_mammal	mero	lard-n
pig-n	ground_mammal	mero	leg-n
pig-n	ground_mammal	mero	mouth-n
pig-n	ground_mammal	mero	muzzle-n
pig-n	ground_mammal	mero	nose-n
pig-n	ground_mammal	mero	pork-n
pig-n	ground_mammal	mero	skin-n
pig-n	ground_mammal	mero	snout-n
pig-n	ground_mammal	mero	trotter-n
pig-n	ground_mammal	random-n	MFL-n
pig-n	ground_mammal	random-n	Pole-n
pig-n	ground_mammal	random-n	baggage-n
pig-n	ground_mammal	random-n	behalf-n
pig-n	ground_mammal	random-n	broadcast-n
pig-n	ground_mammal	random-n	counterpart-n
pig-n	ground_mammal	random-n	cousin-n
pig-n	ground_mammal	random-n	coverage-n
pig-n	ground_mammal	random-n	crockery-n
pig-n	ground_mammal	random-n	deadline-n
pig-n	ground_mammal	random-n	demo-n
pig-n	ground_mammal	random-n	encryption-n
pig-n	ground_mammal	random-n	fort-n
pig-n	ground_mammal	random-n	geyser-n
pig-n	ground_mammal	random-n	handball-n
pig-n	ground_mammal	random-n	historiography-n
pig-n	ground_mammal	random-n	hoover-n
pig-n	ground_mammal	random-n	hour-n
pig-n	ground_mammal	random-n	lord-n
pig-n	ground_mammal	random-n	mainland-n
pig-n	ground_mammal	random-n	manager-n
pig-n	ground_mammal	random-n	meal-n
pig-n	ground_mammal	random-n	object-n
pig-n	ground_mammal	random-n	patience-n
pig-n	ground_mammal	random-n	pattern-n
pig-n	ground_mammal	random-n	performance-n
pig-n	ground_mammal	random-n	post-season-n
pig-n	ground_mammal	random-n	rye-n
pig-n	ground_mammal	random-n	semi-n
pig-n	ground_mammal	random-n	tangerine-n
pig-n	ground_mammal	random-n	teammate-n
pig-n	ground_mammal	random-n	telemarketing-n
pig-n	ground_mammal	random-n	transplantation-n
pig-n	ground_mammal	random-n	winter-n
pig-n	ground_mammal	random-n	yew-n
rabbit-n	ground_mammal	coord	bear-n
rabbit-n	ground_mammal	coord	beaver-n
rabbit-n	ground_mammal	coord	bull-n
rabbit-n	ground_mammal	coord	cat-n
rabbit-n	ground_mammal	coord	cow-n
rabbit-n	ground_mammal	coord	coyote-n
rabbit-n	ground_mammal	coord	deer-n
rabbit-n	ground_mammal	coord	dog-n
rabbit-n	ground_mammal	coord	dolphin-n
rabbit-n	ground_mammal	coord	donkey-n
rabbit-n	ground_mammal	coord	elephant-n
rabbit-n	ground_mammal	coord	fox-n
rabbit-n	ground_mammal	coord	giraffe-n
rabbit-n	ground_mammal	coord	goat-n
rabbit-n	ground_mammal	coord	gorilla-n
rabbit-n	ground_mammal	coord	hare-n
rabbit-n	ground_mammal	coord	horse-n
rabbit-n	ground_mammal	coord	lion-n
rabbit-n	ground_mammal	coord	pig-n
rabbit-n	ground_mammal	coord	rat-n
rabbit-n	ground_mammal	coord	sheep-n
rabbit-n	ground_mammal	coord	squirrel-n
rabbit-n	ground_mammal	coord	tiger-n
rabbit-n	ground_mammal	coord	whale-n
rabbit-n	ground_mammal	hyper	animal-n
rabbit-n	ground_mammal	hyper	beast-n
rabbit-n	ground_mammal	hyper	chordate-n
rabbit-n	ground_mammal	hyper	creature-n
rabbit-n	ground_mammal	hyper	food-n
rabbit-n	ground_mammal	hyper	herbivore-n
rabbit-n	ground_mammal	hyper	mammal-n
rabbit-n	ground_mammal	hyper	pet-n
rabbit-n	ground_mammal	hyper	vertebrate-n
rabbit-n	ground_mammal	mero	ear-n
rabbit-n	ground_mammal	mero	eye-n
rabbit-n	ground_mammal	mero	fur-n
rabbit-n	ground_mammal	mero	head-n
rabbit-n	ground_mammal	mero	leg-n
rabbit-n	ground_mammal	mero	mouth-n
rabbit-n	ground_mammal	mero	muzzle-n
rabbit-n	ground_mammal	mero	nose-n
rabbit-n	ground_mammal	mero	snout-n
rabbit-n	ground_mammal	mero	tail-n
rabbit-n	ground_mammal	mero	tooth-n
rabbit-n	ground_mammal	mero	whisker-n
rabbit-n	ground_mammal	random-n	Croat-n
rabbit-n	ground_mammal	random-n	VHF-n
rabbit-n	ground_mammal	random-n	acreage-n
rabbit-n	ground_mammal	random-n	alarm-n
rabbit-n	ground_mammal	random-n	audit-n
rabbit-n	ground_mammal	random-n	bog-n
rabbit-n	ground_mammal	random-n	can-n
rabbit-n	ground_mammal	random-n	carousel-n
rabbit-n	ground_mammal	random-n	crest-n
rabbit-n	ground_mammal	random-n	deity-n
rabbit-n	ground_mammal	random-n	dioxide-n
rabbit-n	ground_mammal	random-n	ecommerce-n
rabbit-n	ground_mammal	random-n	fight-n
rabbit-n	ground_mammal	random-n	grid-n
rabbit-n	ground_mammal	random-n	household-n
rabbit-n	ground_mammal	random-n	insulation-n
rabbit-n	ground_mammal	random-n	kit-n
rabbit-n	ground_mammal	random-n	lending-n
rabbit-n	ground_mammal	random-n	licence-n
rabbit-n	ground_mammal	random-n	mentor-n
rabbit-n	ground_mammal	random-n	mile-n
rabbit-n	ground_mammal	random-n	palette-n
rabbit-n	ground_mammal	random-n	polio-n
rabbit-n	ground_mammal	random-n	provocation-n
rabbit-n	ground_mammal	random-n	publisher-n
rabbit-n	ground_mammal	random-n	regeneration-n
rabbit-n	ground_mammal	random-n	salon-n
rabbit-n	ground_mammal	random-n	semester-n
rabbit-n	ground_mammal	random-n	semi-n
rabbit-n	ground_mammal	random-n	street-n
rabbit-n	ground_mammal	random-n	sum-n
rabbit-n	ground_mammal	random-n	superhero-n
rabbit-n	ground_mammal	random-n	terror-n
rabbit-n	ground_mammal	random-n	transformation-n
rabbit-n	ground_mammal	random-n	tuberculosis-n
rabbit-n	ground_mammal	random-n	turnover-n
rabbit-n	ground_mammal	random-n	vest-n
rat-n	ground_mammal	coord	bear-n
rat-n	ground_mammal	coord	beaver-n
rat-n	ground_mammal	coord	bull-n
rat-n	ground_mammal	coord	cat-n
rat-n	ground_mammal	coord	cow-n
rat-n	ground_mammal	coord	coyote-n
rat-n	ground_mammal	coord	deer-n
rat-n	ground_mammal	coord	dog-n
rat-n	ground_mammal	coord	dolphin-n
rat-n	ground_mammal	coord	donkey-n
rat-n	ground_mammal	coord	elephant-n
rat-n	ground_mammal	coord	fox-n
rat-n	ground_mammal	coord	giraffe-n
rat-n	ground_mammal	coord	goat-n
rat-n	ground_mammal	coord	gorilla-n
rat-n	ground_mammal	coord	hamster-n
rat-n	ground_mammal	coord	horse-n
rat-n	ground_mammal	coord	lion-n
rat-n	ground_mammal	coord	mouse-n
rat-n	ground_mammal	coord	pig-n
rat-n	ground_mammal	coord	rabbit-n
rat-n	ground_mammal	coord	sheep-n
rat-n	ground_mammal	coord	squirrel-n
rat-n	ground_mammal	coord	tiger-n
rat-n	ground_mammal	coord	whale-n
rat-n	ground_mammal	hyper	animal-n
rat-n	ground_mammal	hyper	beast-n
rat-n	ground_mammal	hyper	chordate-n
rat-n	ground_mammal	hyper	creature-n
rat-n	ground_mammal	hyper	mammal-n
rat-n	ground_mammal	hyper	rodent-n
rat-n	ground_mammal	hyper	vertebrate-n
rat-n	ground_mammal	mero	ear-n
rat-n	ground_mammal	mero	eye-n
rat-n	ground_mammal	mero	fur-n
rat-n	ground_mammal	mero	head-n
rat-n	ground_mammal	mero	leg-n
rat-n	ground_mammal	mero	mouth-n
rat-n	ground_mammal	mero	muzzle-n
rat-n	ground_mammal	mero	nose-n
rat-n	ground_mammal	mero	snout-n
rat-n	ground_mammal	mero	tail-n
rat-n	ground_mammal	mero	tooth-n
rat-n	ground_mammal	mero	whisker-n
rat-n	ground_mammal	random-n	admission-n
rat-n	ground_mammal	random-n	autobiography-n
rat-n	ground_mammal	random-n	autumn-n
rat-n	ground_mammal	random-n	book-n
rat-n	ground_mammal	random-n	booth-n
rat-n	ground_mammal	random-n	coin-n
rat-n	ground_mammal	random-n	construction-n
rat-n	ground_mammal	random-n	courtyard-n
rat-n	ground_mammal	random-n	dairying-n
rat-n	ground_mammal	random-n	degree-n
rat-n	ground_mammal	random-n	delusion-n
rat-n	ground_mammal	random-n	duo-n
rat-n	ground_mammal	random-n	entertainment-n
rat-n	ground_mammal	random-n	estuary-n
rat-n	ground_mammal	random-n	feedback-n
rat-n	ground_mammal	random-n	ferry-n
rat-n	ground_mammal	random-n	founder-n
rat-n	ground_mammal	random-n	hectare-n
rat-n	ground_mammal	random-n	jam-n
rat-n	ground_mammal	random-n	no-one-n
rat-n	ground_mammal	random-n	notion-n
rat-n	ground_mammal	random-n	patriarchate-n
rat-n	ground_mammal	random-n	portlet-n
rat-n	ground_mammal	random-n	premier-n
rat-n	ground_mammal	random-n	progress-n
rat-n	ground_mammal	random-n	refining-n
rat-n	ground_mammal	random-n	remit-n
rat-n	ground_mammal	random-n	review-n
rat-n	ground_mammal	random-n	rumor-n
rat-n	ground_mammal	random-n	sea-n
rat-n	ground_mammal	random-n	shire-n
rat-n	ground_mammal	random-n	shirt-n
rat-n	ground_mammal	random-n	sign-n
rat-n	ground_mammal	random-n	stuff-n
rat-n	ground_mammal	random-n	symposium-n
rat-n	ground_mammal	random-n	tatter-n
rat-n	ground_mammal	random-n	washer-n
sheep-n	ground_mammal	coord	bear-n
sheep-n	ground_mammal	coord	beaver-n
sheep-n	ground_mammal	coord	bull-n
sheep-n	ground_mammal	coord	camel-n
sheep-n	ground_mammal	coord	cat-n
sheep-n	ground_mammal	coord	cow-n
sheep-n	ground_mammal	coord	coyote-n
sheep-n	ground_mammal	coord	deer-n
sheep-n	ground_mammal	coord	dog-n
sheep-n	ground_mammal	coord	dolphin-n
sheep-n	ground_mammal	coord	donkey-n
sheep-n	ground_mammal	coord	elephant-n
sheep-n	ground_mammal	coord	fox-n
sheep-n	ground_mammal	coord	giraffe-n
sheep-n	ground_mammal	coord	goat-n
sheep-n	ground_mammal	coord	gorilla-n
sheep-n	ground_mammal	coord	horse-n
sheep-n	ground_mammal	coord	lion-n
sheep-n	ground_mammal	coord	llama-n
sheep-n	ground_mammal	coord	mouflon-n
sheep-n	ground_mammal	coord	pig-n
sheep-n	ground_mammal	coord	rabbit-n
sheep-n	ground_mammal	coord	rat-n
sheep-n	ground_mammal	coord	squirrel-n
sheep-n	ground_mammal	coord	tiger-n
sheep-n	ground_mammal	coord	whale-n
sheep-n	ground_mammal	hyper	animal-n
sheep-n	ground_mammal	hyper	beast-n
sheep-n	ground_mammal	hyper	chordate-n
sheep-n	ground_mammal	hyper	creature-n
sheep-n	ground_mammal	hyper	herbivore-n
sheep-n	ground_mammal	hyper	mammal-n
sheep-n	ground_mammal	hyper	ruminant-n
sheep-n	ground_mammal	hyper	ungulate-n
sheep-n	ground_mammal	hyper	vertebrate-n
sheep-n	ground_mammal	mero	ear-n
sheep-n	ground_mammal	mero	eye-n
sheep-n	ground_mammal	mero	fleece-n
sheep-n	ground_mammal	mero	flesh-n
sheep-n	ground_mammal	mero	foot-n
sheep-n	ground_mammal	mero	head-n
sheep-n	ground_mammal	mero	hoof-n
sheep-n	ground_mammal	mero	horn-n
sheep-n	ground_mammal	mero	leg-n
sheep-n	ground_mammal	mero	meat-n
sheep-n	ground_mammal	mero	mouth-n
sheep-n	ground_mammal	mero	muzzle-n
sheep-n	ground_mammal	mero	nose-n
sheep-n	ground_mammal	mero	snout-n
sheep-n	ground_mammal	mero	trotter-n
sheep-n	ground_mammal	mero	udder-n
sheep-n	ground_mammal	mero	withers-n
sheep-n	ground_mammal	mero	wool-n
sheep-n	ground_mammal	random-n	Madame-n
sheep-n	ground_mammal	random-n	acrylic-n
sheep-n	ground_mammal	random-n	addition-n
sheep-n	ground_mammal	random-n	advocacy-n
sheep-n	ground_mammal	random-n	approximation-n
sheep-n	ground_mammal	random-n	astronomy-n
sheep-n	ground_mammal	random-n	breakwater-n
sheep-n	ground_mammal	random-n	brutality-n
sheep-n	ground_mammal	random-n	complaint-n
sheep-n	ground_mammal	random-n	computer-n
sheep-n	ground_mammal	random-n	contention-n
sheep-n	ground_mammal	random-n	courtier-n
sheep-n	ground_mammal	random-n	dad-n
sheep-n	ground_mammal	random-n	facsimile-n
sheep-n	ground_mammal	random-n	forgiveness-n
sheep-n	ground_mammal	random-n	freight-n
sheep-n	ground_mammal	random-n	glove-n
sheep-n	ground_mammal	random-n	hardwood-n
sheep-n	ground_mammal	random-n	harmonization-n
sheep-n	ground_mammal	random-n	harrier-n
